Username,Date,Time,CashTag,Alert Price,2hr,4hr,1D,1w,Tweet
Michael___hunt,2021-07-13,16:33:16,SNMP,1.1,1.12,1.12,1.11,1.52,"$SNMP oil ripping.  Infrastructure play, merger play as well.  The easiest double in the market with some patience.… https://t.co/osIndv3FSG"
Michael___hunt,2021-07-13,16:20:07,EZGO,3.89,3.84,3.8,3.52,3.13,$EZGO great find.  This gets run huge soon. https://t.co/s53ckSrLQ9
Michael___hunt,2021-07-13,16:18:39,EZGO,3.89,3.84,3.8,3.51,3.13,"$EZGO low float tech IPO with an A+++ chart.  Hmmm, clearly they find this one soon.  I need $6+ https://t.co/ksgCbBxshZ"
Michael___hunt,2021-07-13,14:53:36,ANY,3.33,3.23,3.21,2.9399,2.5688,$ANY thanks for this gift.  Added the dip
Michael___hunt,2021-07-13,14:30:12,SNMP,1.0406,1.13,1.12,1.1603,1.5,$SNMP watch for red to green today.  This is close to exploding huge.
Michael___hunt,2021-07-13,14:25:40,SNMP,1.05,1.13,1.1,1.1601,1.42,$SNMP loading this tiny volume dip today.  No question this pulls a stupid move at some point near term.  Low float… https://t.co/x2IfK5Qg6D
Michael___hunt,2021-07-13,14:23:27,ACST,0.524,0.53,0.519,0.5337,0.48832,$ACST accumulating large position here in mid $0.50s for rest of July into August.  Merger date coming soon and cha… https://t.co/7hmIypDe0Z
Michael___hunt,2021-07-13,13:53:37,HUIZ,5.28,5.245,5.32,5.109,4.72,$HUIZ looks like a monster runner https://t.co/eFcXUYvsLI
Michael___hunt,2021-07-13,10:18:05,SNMP,1.06,1.05,1.0394,1.2195,1.25,RT @TradeSmartStock: $SNMP Very huge merger play. A breakout at $1.27 can send this to $3 and then $5 on MERGER MANIA just like $MDIA $MTSL…
Michael___hunt,2021-07-13,10:18:05,MDIA,11.33,9.5,8.56,9.6409,6.7399,RT @TradeSmartStock: $SNMP Very huge merger play. A breakout at $1.27 can send this to $3 and then $5 on MERGER MANIA just like $MDIA $MTSL…
